"Participant","Recruitment","Condition","Experiment_StartDate","Experiment_Duration","Browser_Version","Mobile","Platform","Screen_Width","Screen_Height","Reward","Gender","Age","Education","Discipline","Student","Ethnicity","Country","Experiment_Enjoyment","Experiment_Feedback","Accuracy_Respiratory_A","Accuracy_Gastric_Q8","Accuracy_ColonBladder_Q1","Accuracy_Respiratory_Q1","Accuracy_State_Q3","Accuracy_Genital_A","Accuracy_Cardiac_Q1","Accuracy_Gastric_Q2","Accuracy_ColonBladder_Q3","Accuracy_ColonBladder_Q5","Accuracy_Gastric_Q5","Accuracy_State_Q4","Accuracy_ColonBladder_Q2","Accuracy_Gastric_Q1","Accuracy_ColonBladder_Q4","Accuracy_Gastric_Q6","Accuracy_SkinThermo_Q2","Accuracy_SkinThermo_Q1","Accuracy_State_Q5","Accuracy_Cardiac_Q2","Accuracy_SkinThermo_Q3","Accuracy_Genital_Q2","Accuracy_Gastric_Q4","Accuracy_Genital_Q1","Accuracy_Gastric_Q7","Accuracy_Gastric_Q3","Accuracy_State_Q1","Accuracy_SkinThermo_Q4","Accuracy_State_Q2","Sexual_ColonBladder_Q2","Sexual_State_Q3","Sexual_State_Q5","Sexual_State_A","Sexual_State_Q4","Sexual_SkinThermo_Q3","Sexual_Genital_Q2","Sexual_Gastric_Q2","Sexual_Respiratory_Q1","Sexual_Cardiac_Q1","Sexual_SkinThermo_Q2","Sexual_State_Q1","Sexual_Gastric_Q1","Sexual_SkinThermo_Q1","Sexual_Genital_Q1","Sexual_ColonBladder_Q1","Sexual_State_Q2","Nociception_ColonBladder_Q1","Nociception_ColonBladder_Q2","Nociception_State_Q2","Nociception_SkinThermo_Q1","Nociception_Cardiac_Q1","Nociception_Respiratory_Q1","Nociception_Respiratory_Q2","Nociception_ColonBladder_A","Nociception_SkinThermo_Q2","Nociception_Gastric_Q1","Nociception_Genital_Q2","Nociception_Genital_Q1","Nociception_SkinThermo_Q3","Nociception_Cardiac_Q2","Nociception_State_Q1","Confusion_ColonBladder_A","Confusion_Gastric_Q1","Confusion_State_Q1","Confusion_Respiratory_Q1","Confusion_ColonBladder_Q1","Confusion_Gastric_Q2","Confusion_Genital_Q1","Confusion_Cardiac_Q1","Confusion_SkinThermo_Q1","Confusion_State_Q2","Anxious_Cardiac_Q1","Anxious_State_Q5","Anxious_Genital_Q1","Anxious_State_Q1","Anxious_ColonBladder_Q1","Anxious_State_Q4","Anxious_SkinThermo_A","Anxious_State_Q3","Anxious_SkinThermo_Q1","Anxious_SkinThermo_Q4","Anxious_SkinThermo_Q3","Anxious_State_Q2","Anxious_Respiratory_Q1","Anxious_Gastric_Q1","Anxious_SkinThermo_Q2","Sensitivity_State_Q1","Sensitivity_SkinThermo_Q6","Sensitivity_SkinThermo_Q1","Sensitivity_Gastric_A","Sensitivity_Respiratory_Q7","Sensitivity_Cardiac_Q6","Sensitivity_Respiratory_Q5","Sensitivity_State_Q3","Sensitivity_Respiratory_Q1","Sensitivity_Cardiac_Q4","Sensitivity_Cardiac_Q5","Sensitivity_Cardiac_Q7","Sensitivity_Genital_Q2","Sensitivity_Gastric_Q2","Sensitivity_ColonBladder_Q3","Sensitivity_Respiratory_Q6","Sensitivity_SkinThermo_Q3","Sensitivity_Cardiac_Q3","Sensitivity_Gastric_Q1","Sensitivity_Respiratory_Q3","Sensitivity_Cardiac_A","Sensitivity_Respiratory_Q4","Sensitivity_Gastric_Q4","Sensitivity_SkinThermo_Q7","Sensitivity_Gastric_Q5","Sensitivity_State_Q4","Sensitivity_Genital_Q3","Sensitivity_Gastric_Q3","Sensitivity_Genital_Q1","Sensitivity_Cardiac_Q1","Sensitivity_ColonBladder_Q1","Sensitivity_SkinThermo_Q8","Sensitivity_ColonBladder_Q4","Sensitivity_State_Q2","Sensitivity_SkinThermo_Q4","Sensitivity_Cardiac_Q2","Sensitivity_State_Q5","Sensitivity_SkinThermo_Q2","Sensitivity_SkinThermo_Q5","Sensitivity_Gastric_Q6","Sensitivity_Respiratory_Q2","Sensitivity_ColonBladder_Q2"
"S405","prolific","Dimensions","2024-11-21 12:18:00",21.7395833333333,"edge-chromium 131.0.0","false","Windows 10",1358,650,"Automatic","Male",41,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,0,0,3,6,0,0,6,0,0,0,6,6,0,6,6,5,0,6,0,6,0,6,6,0,0,6,0,6,0,6,6,6,0,0,6,0,3,6,0,6,0,3,6,0,6,0,0,6,0,0,0,0,0,6,0,6,6,3,0,6,6,6,6,0,0,0,6,0,0,0,6,0,0,6,0,6,0,6,3,0,0,6,0,0,0,6,0,0,6,0,0,0,6,0,0,6,6,6,6,6,0,0,0,3,0,6,0,0,0,6,6,6,3,6,0,6,0,0,6,6,0,6,3,3,3,0,6
"S272","prolific","Dimensions","2024-11-19 20:50:16",17.1290833333333,"chrome 131.0.0","false","Windows 10",1920,919,"Automatic","Male",34,"Bachelor","Engineering, Computer Science",FALSE,"White","United Kingdom",4,NA,0,2,4,4,6,0,3,6,0,5,4,6,0,4,5,0,4,6,6,4,6,0,0,6,6,4,6,0,6,4,4,4,6,3,0,4,2,4,1,5,6,0,0,4,5,6,5,0,6,0,0,0,6,0,1,0,6,6,5,2,6,6,1,3,0,0,0,2,4,5,3,1,0,0,3,0,0,0,0,0,0,1,3,0,0,3,6,3,0,6,3,0,0,3,0,4,0,6,5,3,6,0,4,2,3,4,6,6,4,0,6,3,0,1,3,2,5,5,4,5,6,4,6,4,6,3,3,6
"S077","prolific","Domains","2024-11-19 10:52:02",10.6020333333333,"edge-chromium 131.0.0","false","Windows 10",1663,1273,"Automatic","Male",35,"Bachelor","Engineering, Computer Science",FALSE,"White","United Kingdom",3,NA,0,3,3,0,4,0,2,4,0,0,4,3,0,5,0,3,4,0,3,0,4,0,4,4,0,0,3,0,6,0,0,4,6,3,0,6,0,0,3,3,6,0,4,4,0,6,0,0,6,3,0,0,0,0,3,0,2,5,4,0,3,6,0,4,0,0,4,0,0,2,3,4,0,0,4,0,6,0,3,4,0,4,4,4,2,4,5,0,6,6,1,0,0,3,2,3,0,4,3,3,5,4,3,1,3,0,6,0,0,0,3,4,3,2,3,3,3,0,4,0,2,4,3,3,0,0,0,4
"S441","prolific","Dimensions","2024-11-21 16:18:53",8.55805,"chrome 130.0.0","false","Mac OS",1440,778,"Automatic","Male",24,"High school",NA,TRUE,"Southeast Asian","United Kingdom",4,"Thank you for the opportunity.",0,6,1,4,5,0,3,4,4,0,4,5,2,5,2,5,4,3,4,4,4,5,6,6,2,4,5,3,3,1,4,6,6,5,4,6,6,5,4,5,4,4,5,6,0,6,5,0,5,4,3,0,0,0,5,2,5,6,5,4,5,6,1,4,2,0,5,6,4,2,5,4,5,6,5,5,4,0,4,4,2,4,5,5,6,5,4,3,4,6,4,4,2,5,3,2,2,4,6,5,1,4,4,4,6,3,6,3,5,1,2,6,6,4,6,5,4,3,0,5,6,4,5,5,2,6,3,4
"S354","prolific","Random","2024-11-20 13:52:33",12.5903333333333,"edge-chromium 131.0.0","false","Windows 10",1912,964,"Automatic","Male",29,"Bachelor","Engineering, Computer Science",FALSE,"Southeast Asian","United Kingdom",3,NA,0,3,5,5,2,0,3,2,3,2,2,4,4,3,3,5,6,1,2,1,3,3,5,5,3,1,2,3,3,0,2,4,6,4,1,4,2,1,2,1,6,1,4,5,0,5,0,0,5,2,2,1,2,0,5,1,3,5,4,1,5,6,3,3,1,0,5,4,2,5,2,4,2,1,4,4,3,0,2,3,2,2,3,1,4,4,3,4,4,6,3,0,3,3,4,2,3,2,6,4,5,3,5,1,3,5,6,2,1,4,2,3,2,4,2,1,4,4,2,3,5,2,3,4,1,4,4,3
"S085","prolific","Random","2024-11-19 11:05:13",7.3133,"firefox 132.0.0","false","Windows 10",1920,947,"Automatic","Male",49,"Doctorate","Engineering, Computer Science",NA,"Southeast Asian","United Kingdom",4,NA,0,5,4,5,2,0,4,3,4,5,1,4,1,5,2,2,4,1,5,2,5,4,1,6,2,2,4,5,4,2,3,5,6,5,2,4,5,4,6,2,6,2,2,6,1,6,5,0,5,3,1,3,3,0,5,1,1,6,4,2,4,6,4,5,3,4,1,2,3,4,2,5,3,4,5,4,5,0,1,5,2,4,6,4,4,4,6,2,2,6,4,5,4,3,3,2,4,5,4,4,5,4,3,3,4,4,6,3,2,2,4,6,2,3,5,2,5,5,4,5,6,4,4,3,5,2,4,4
"S242","prolific","Domains","2024-11-19 19:39:44",13.4263166666667,"safari 15.6.1","false","Mac OS",1260,646,"Automatic","Female",27,"College",NA,NA,"White","United Kingdom",3,NA,0,4,5,3,5,0,1,5,5,5,5,4,3,3,2,5,4,4,2,3,5,1,4,5,1,3,3,4,6,4,4,6,6,6,5,6,5,5,5,3,6,1,4,6,3,6,4,3,6,5,1,1,3,0,5,6,3,5,2,1,5,6,5,4,3,5,4,2,3,4,5,5,1,1,6,6,3,0,3,5,0,4,6,5,6,6,5,3,3,6,4,3,4,5,2,3,2,5,2,6,4,3,5,2,6,2,6,1,3,5,1,5,1,5,3,3,5,6,4,5,6,3,5,4,4,6,2,5
"S119","prolific","Random","2024-11-19 11:48:54",10.3283666666667,"chrome 116.0.0","false","Mac OS",1440,712,"Automatic","Female",25,"Bachelor","Arts and Humanities",TRUE,"White","United States",4,NA,0,2,0,5,6,0,2,6,0,0,4,3,2,5,2,1,5,3,6,1,4,1,2,4,0,2,6,5,6,1,2,4,6,5,1,6,4,4,4,4,3,2,1,6,2,2,3,0,6,2,2,5,6,0,3,4,4,5,3,2,6,6,5,3,1,1,3,5,3,1,2,2,0,1,5,0,6,0,2,4,2,2,6,5,5,5,3,3,3,6,2,4,2,2,6,2,4,2,3,4,3,2,4,2,5,5,6,5,4,3,5,4,2,5,3,3,5,6,0,2,5,2,3,3,2,4,1,4
"S500","prolific","Dimensions","2024-11-22 08:40:13",14.3877333333333,"firefox 132.0.0","false","Windows 10",1920,919,"Automatic","Male",43,"Bachelor","Political Science, Law",FALSE,"White","United Kingdom",4,"Whichever PHD student is doing this research is absolutely nuts and I love them, I've laughed so much before work. Thank you :)",0,1,4,4,6,0,6,6,0,0,1,2,4,6,3,2,0,0,5,4,0,4,3,4,4,1,5,0,5,0,4,5,6,2,0,4,4,0,4,5,6,0,0,4,0,2,4,0,2,0,0,4,3,0,0,1,4,4,0,4,3,6,0,2,4,0,5,4,3,0,6,6,0,4,2,6,5,0,3,0,0,0,2,6,5,0,5,0,0,6,4,0,4,3,4,6,5,4,4,0,6,6,0,4,1,6,6,6,4,0,6,5,4,0,4,4,0,0,3,4,0,6,5,0,0,1,0,0
"S130","prolific","Dimensions","2024-11-19 12:45:00",12.3342333333333,"opera 114.0.0","false","Windows 10",1239,615,"Automatic","Male",33,"Bachelor","Arts and Humanities",FALSE,"White","United States",4,"If it helps in cataloguing data, I've been diagnosed with ASD and ADHD, and I know those can also alter an individual's ability to feel or sense various things; I hope that helps with data collection, genuinely.",0,3,2,1,5,0,5,4,2,5,3,0,6,4,5,6,4,6,0,3,4,4,6,4,1,4,5,6,5,2,3,2,6,5,3,5,0,5,5,4,4,2,2,5,2,5,4,1,5,6,0,5,4,0,6,3,6,5,4,0,1,6,6,6,6,5,6,5,3,6,5,4,3,2,6,4,6,0,5,5,3,6,1,5,5,6,1,4,6,6,2,0,4,3,3,3,4,4,5,4,2,5,3,3,5,2,6,1,2,6,1,6,5,4,5,4,6,5,4,2,5,4,3,6,4,4,1,6
"S155","prolific","Domains","2024-11-19 13:59:48",17.8361,"chrome 131.0.0","false","Windows 10",1536,703,"Automatic","Other",23,"Less than high school",NA,NA,"Mixed","United States",3,NA,0,3,4,2,3,0,5,4,3,6,4,2,5,3,2,5,1,2,1,2,5,4,4,2,3,4,2,3,2,4,2,2,6,6,5,5,0,6,6,6,3,0,6,5,4,4,1,5,1,4,3,2,6,0,4,5,4,4,0,3,0,6,3,5,4,5,5,6,5,4,6,4,1,0,3,0,4,0,3,3,5,2,3,4,6,2,0,3,5,6,3,6,1,1,4,5,1,5,4,4,5,2,0,6,4,4,6,4,1,5,0,6,4,4,5,6,0,6,4,0,2,6,2,4,3,4,5,4
"S202","prolific","Dimensions","2024-11-19 16:19:28",9.65075,"firefox 132.0.0","false","Windows 10",1920,919,"Automatic","Female",29,"High school",NA,FALSE,"Mixed","United States",3,"it was interesting to do!",0,1,3,3,4,0,5,3,0,4,2,2,2,4,3,6,2,2,3,2,5,3,6,6,4,3,1,2,2,0,2,4,6,6,0,6,0,4,6,4,5,0,5,6,0,5,1,0,3,2,0,2,3,0,2,0,6,6,4,0,2,6,6,0,2,2,6,0,6,3,2,6,0,0,6,4,6,0,2,4,2,2,6,6,6,6,4,1,1,6,4,4,3,2,3,3,3,6,6,3,2,3,5,6,2,3,6,3,6,2,0,6,4,2,6,6,6,5,1,4,6,6,4,5,5,2,3,6
"S318","prolific","Random","2024-11-20 02:49:05",16.3504833333333,"chrome 131.0.0","false","Windows 10",1366,641,"Automatic","Male",26,"Bachelor","Literature, Languages",FALSE,"Black","United States",4,"It was a fantastic study.",0,2,2,4,5,0,1,5,5,4,1,6,5,6,5,4,4,5,5,2,2,1,6,6,2,1,5,2,5,2,4,6,6,6,2,6,1,2,5,2,6,1,5,6,1,6,6,2,5,6,2,1,2,0,6,2,6,5,5,2,5,6,1,2,2,2,1,5,2,6,4,4,2,1,5,6,4,0,3,2,2,2,4,5,2,5,5,5,2,6,5,5,5,5,5,2,3,5,5,2,6,4,2,1,2,2,6,2,1,4,5,5,4,2,5,2,5,5,1,5,6,2,2,1,4,6,2,5
"S095","prolific","Random","2024-11-19 11:19:00",18.47425,"chrome 130.0.0","false","Windows 10",1536,695,"Automatic","Female",41,"High school",NA,FALSE,"Mixed","United Kingdom",4,NA,0,3,4,4,3,0,3,5,3,6,0,2,1,6,1,5,3,6,3,0,3,0,1,6,6,2,6,3,4,0,1,5,6,6,5,3,4,6,5,0,6,0,6,6,0,5,1,0,5,6,1,6,6,0,6,3,6,6,0,4,5,6,1,4,4,3,5,2,2,6,4,6,1,0,3,1,6,0,1,2,0,3,5,3,4,1,5,6,6,6,2,4,3,0,5,3,4,2,5,3,6,3,6,3,6,4,6,3,4,6,2,6,4,5,4,3,5,6,4,5,4,6,3,6,5,6,6,6
"S429","prolific","Domains","2024-11-21 15:27:41",7.58381666666667,"opera 113.0.0","false","Mac OS",1421,688,"Automatic","Male",38,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,5,6,4,1,0,4,4,0,6,1,1,0,5,2,6,3,5,5,4,4,5,0,6,1,6,5,3,5,0,3,3,6,6,3,5,2,5,5,4,5,1,4,5,0,3,6,2,4,5,5,4,6,0,6,5,6,6,5,6,5,6,3,5,3,0,5,4,4,5,5,5,6,1,3,4,6,0,2,5,6,3,3,4,5,6,2,3,4,6,5,1,4,1,4,2,6,5,6,4,6,3,5,3,5,3,6,2,6,5,6,6,4,5,6,5,6,6,5,2,5,5,5,5,6,3,3,6
"S506","prolific","Random","2024-11-22 13:30:14",12.88815,"edge-chromium 130.0.0","false","Windows 10",1272,594,"Automatic","Female",30,"Master","Literature, Languages",FALSE,"White","Ireland",3,NA,0,2,4,2,5,0,4,4,2,3,4,4,2,4,2,2,4,4,4,2,5,1,3,4,2,2,4,4,5,4,4,4,6,4,2,5,5,4,4,4,4,2,5,2,4,5,4,2,4,4,1,1,2,0,3,2,3,4,2,1,4,6,2,4,2,4,4,4,2,4,4,4,3,2,4,2,4,0,4,3,1,3,4,4,3,2,5,2,3,6,3,1,4,4,2,2,4,4,4,4,4,4,2,2,2,1,6,4,2,4,4,4,5,2,4,2,2,5,5,5,6,4,5,4,2,4,1,4
"S457","prolific","Domains","2024-11-21 17:06:10",10.4669,"safari 18.1.0","false","Mac OS",1526,860,"Automatic","Male",32,"Master","Arts and Humanities",FALSE,"White","United Kingdom",4,NA,0,4,4,3,5,0,4,4,1,2,2,2,3,5,2,4,3,2,2,0,6,3,5,6,2,3,5,3,5,4,2,5,6,4,1,6,4,1,4,0,4,2,6,6,4,4,4,0,4,3,0,2,0,0,5,0,6,6,4,0,4,6,6,3,3,6,6,6,0,4,4,6,1,0,4,0,6,0,6,2,2,3,6,3,3,4,3,4,4,6,2,1,4,5,3,2,5,2,6,2,6,2,4,3,3,3,6,3,4,6,5,5,6,3,6,3,4,6,0,6,5,3,5,6,2,3,3,4
"S249","prolific","Random","2024-11-19 19:51:15",24.4050666666667,"chrome 130.0.0","false","Windows 10",1920,919,"Automatic","Male",34,"Master","Medicine",FALSE,"Black","United States",4,NA,0,6,6,6,6,0,5,6,3,5,0,6,5,6,3,3,6,2,4,3,6,4,3,0,3,3,6,0,6,4,3,4,6,4,3,6,6,6,4,2,0,3,2,6,3,6,6,0,6,6,0,1,4,0,1,5,6,5,4,4,6,6,6,0,6,4,0,6,6,0,2,5,0,0,6,6,4,0,1,4,6,0,6,5,5,4,6,3,1,6,2,6,2,6,4,5,2,3,4,4,6,5,4,6,4,6,6,4,6,3,6,4,6,6,4,3,4,3,6,6,5,5,2,6,6,6,4,6
"S310","prolific","Domains","2024-11-19 23:01:42",5.83215,"edge-chromium 131.0.0","false","Windows 10",1067,630,"Automatic","Male",31,"Doctorate","Medicine",NA,"South Asian","United States",4,NA,0,4,3,2,4,0,2,4,2,4,0,3,4,4,4,4,3,2,4,4,3,1,2,4,1,0,2,3,4,4,2,3,6,4,2,4,4,4,4,2,2,3,4,4,4,4,4,2,3,1,0,3,0,0,4,0,3,4,4,0,2,6,4,2,1,2,0,3,0,3,0,4,0,2,4,2,4,0,4,4,3,4,4,4,3,4,2,1,0,6,3,2,4,1,3,4,2,4,2,2,4,3,3,1,3,4,6,2,4,0,4,4,3,2,3,2,3,4,4,1,4,2,3,3,4,2,3,4
"S023","prolific","Random","2024-11-19 01:42:13",39.9312,"chrome 130.0.0","false","Windows 10",1366,607,"Automatic","Male",60,"Master","Medicine",FALSE,"Black","United States",4,"most of attention check here is very confusing",0,6,6,5,5,0,5,4,1,5,6,5,2,5,3,4,5,5,5,3,6,4,0,5,3,1,5,4,4,2,1,2,6,4,1,5,2,4,4,3,5,2,4,6,5,5,4,4,6,6,4,4,4,0,5,4,1,5,6,4,6,6,2,3,3,5,0,4,5,3,5,5,3,4,6,6,6,0,3,4,5,3,5,4,4,4,6,4,5,6,6,5,4,2,4,6,4,6,2,6,6,4,4,5,5,4,6,5,5,5,2,4,6,5,3,5,4,4,5,5,3,6,6,5,5,5,5,5
"S252","prolific","Domains","2024-11-19 19:57:42",48.0142833333333,"chrome 131.0.0","false","Windows 10",1366,641,"Automatic","Male",36,"Bachelor","Engineering, Computer Science",TRUE,"Prefer not to say","United States",4,NA,0,4,4,1,4,0,1,4,2,6,4,1,1,4,5,5,1,1,1,0,6,1,4,5,1,2,3,5,5,0,0,5,6,6,0,6,0,5,6,0,6,0,0,5,0,5,5,0,4,4,2,2,1,0,4,2,4,4,4,2,4,6,5,5,5,5,5,5,5,5,5,5,1,0,5,0,5,0,0,1,5,1,5,6,1,1,6,0,6,6,0,0,0,6,0,0,6,0,0,0,6,6,0,0,0,6,6,0,6,6,0,6,0,0,0,0,0,6,0,6,0,0,0,6,6,0,0,0
"S401","prolific","Dimensions","2024-11-21 12:17:22",15.7728666666667,"chrome 131.0.0","false","Windows 10",1536,695,"Automatic","Male",27,"Master","Sociology, Anthropology",FALSE,"White","United Kingdom",3,NA,0,5,1,2,2,0,3,4,3,3,3,5,5,5,1,4,3,4,4,0,5,1,5,5,2,5,5,4,4,0,5,3,6,6,1,6,1,5,5,6,5,1,4,6,1,5,5,0,6,3,0,1,0,0,2,4,4,5,4,1,6,6,4,1,0,0,1,4,2,6,4,4,3,0,1,0,6,0,2,4,3,5,5,3,4,6,6,2,2,6,1,0,5,2,1,0,4,4,1,4,4,1,5,0,4,2,6,2,0,5,6,6,1,5,3,1,6,4,1,5,4,2,5,5,4,5,1,5
"S492","prolific","Random","2024-11-22 07:56:36",12.8328333333333,"chrome 131.0.0","false","Windows 10",1536,695,"Automatic","Female",34,"Bachelor","Arts and Humanities",FALSE,"White","United Kingdom",2,NA,0,1,0,1,6,0,1,3,3,0,0,0,1,5,0,6,5,6,0,5,1,0,6,0,1,0,5,6,5,0,0,0,6,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,2,3,0,1,0,6,1,0,0,4,3,5,6,5,6,0,0,6,0,3,5,3,4,1,0,5,0,0,0,4,0,3,0,5,3,3,4,4,3,6,6,3,4,0,2,2,1,2,4,0,1,0,4,6,4,3,2,6,3,0,6,0,5,0,2,0,6,3,6,0,4,6,5,4,6,3,2,3,3
"S163","prolific","Domains","2024-11-19 14:33:22",13.97655,"chrome 131.0.0","false","Windows 10",2498,1359,"Automatic","Male",32,"3 years at collage",NA,NA,"White","United Kingdom",3,NA,0,3,2,5,5,0,2,4,3,4,3,4,4,3,3,3,4,4,4,2,4,2,4,5,2,4,4,4,4,2,4,5,5,4,2,5,3,4,3,4,4,2,4,5,2,5,3,1,4,2,1,3,2,0,4,4,2,5,2,3,3,6,3,4,4,2,3,4,4,4,4,4,2,3,4,3,5,0,3,4,2,3,4,5,4,5,3,3,3,5,3,3,2,3,3,1,2,4,5,4,4,2,4,3,4,4,5,2,2,4,2,4,4,3,5,3,5,4,4,3,4,4,3,4,2,4,3,5
"S498","prolific","Dimensions","2024-11-22 08:40:07",26.4558333333333,"chrome 131.0.0","false","Windows 10",1680,889,"Automatic","Male",31,"Bachelor","Psychology, Neuroscience",FALSE,"White","United Kingdom",3,NA,0,2,1,0,2,0,4,3,1,1,4,0,4,5,5,4,2,1,6,0,3,4,4,5,1,4,1,2,4,0,6,4,6,6,1,4,4,2,4,3,6,1,4,6,2,6,3,0,4,4,0,0,0,0,1,1,5,4,1,2,4,6,6,1,0,0,4,6,0,1,0,2,1,0,4,3,5,0,4,2,1,1,4,0,3,5,2,2,3,6,0,4,5,5,2,4,3,3,4,3,5,5,2,2,1,4,6,1,2,0,3,6,4,2,6,2,3,4,2,5,6,3,1,4,1,4,0,4
"S098","prolific","Dimensions","2024-11-19 11:19:13",8.88141666666667,"chrome 131.0.0","false","Windows 10",2752,1026,"Automatic","Female",42,"Bachelor","Arts and Humanities",FALSE,"East Asian","United Kingdom",4,NA,0,4,2,2,6,0,1,5,2,4,5,3,4,5,2,2,3,4,4,2,4,3,2,4,5,2,4,5,4,4,3,5,6,5,0,4,2,4,4,2,4,1,5,4,2,4,3,0,4,3,3,0,1,0,4,1,1,1,5,1,2,6,5,1,0,2,2,1,2,2,2,5,2,5,5,1,6,0,2,5,3,5,5,4,1,4,4,4,3,6,3,4,5,1,0,1,5,5,1,1,3,5,4,2,0,1,6,0,2,6,6,6,2,3,3,3,4,6,4,4,5,4,2,5,5,5,2,3
"S070","prolific","Domains","2024-11-19 10:06:58",14.20255,"chrome 131.0.0","false","Windows 10",1920,919,"Automatic","Male",41,"High school",NA,FALSE,"White","United Kingdom",3,NA,0,0,5,5,6,0,5,6,0,4,1,6,2,6,5,0,6,4,6,0,6,0,4,6,0,1,5,0,6,0,2,6,6,6,0,1,0,0,4,0,6,0,2,5,0,6,0,0,6,4,0,0,0,0,5,0,6,6,5,0,6,6,0,4,0,0,0,0,4,4,0,1,0,0,6,0,6,0,0,1,0,0,6,0,1,0,4,0,1,6,1,4,0,0,2,2,4,2,5,3,5,3,5,4,2,3,6,1,2,5,1,6,1,1,6,5,6,1,5,5,5,6,3,4,0,2,1,5
"S044","prolific","Dimensions","2024-11-19 09:15:10",12.6310666666667,"chrome 130.0.0","false","Windows 10",1536,730,"Automatic","Male",25,"Bachelor","Political Science, Law",TRUE,"Black","United Kingdom",4,NA,0,4,1,5,6,0,6,6,1,4,1,5,6,6,5,4,6,6,5,5,6,4,1,6,1,4,6,5,6,3,0,6,6,6,0,6,5,6,5,6,5,3,6,6,0,6,5,1,5,6,5,2,2,0,6,2,4,6,5,4,6,6,4,3,2,2,4,5,3,5,1,6,0,3,6,6,6,0,1,5,2,5,6,6,6,6,5,3,4,6,5,6,5,2,5,2,2,5,2,4,6,6,5,5,4,5,6,2,6,5,5,5,1,6,5,4,6,2,6,6,6,4,5,5,5,5,6,6
"S271","prolific","Domains","2024-11-19 20:50:15",13.4279333333333,"chrome 131.0.0","false","Windows 10",1536,695,"Automatic","Male",43,"High school",NA,FALSE,"White","United Kingdom",NA,NA,0,6,0,5,5,0,5,5,0,1,3,5,4,4,4,1,5,5,3,3,6,3,6,6,0,2,3,3,6,0,2,5,6,6,0,5,4,4,4,3,6,0,3,5,0,6,4,0,5,3,0,0,1,0,4,0,6,6,4,0,2,6,6,5,1,0,3,3,0,1,1,4,1,0,5,0,6,0,3,4,1,2,4,3,1,4,4,3,3,6,2,1,5,4,2,1,5,5,3,3,2,5,4,3,2,4,6,1,4,0,6,6,3,2,3,3,5,0,3,4,6,2,2,6,3,3,1,5
"S366","prolific","Random","2024-11-20 18:01:24",5.85638333333333,"chrome 130.0.0","false","Windows 10",1383,729,"Automatic","Female",33,"Bachelor","Political Science, Law",FALSE,"East Asian","Australia",1,NA,0,4,4,2,4,0,2,2,1,2,2,2,2,4,4,2,2,2,4,2,3,1,2,2,3,3,2,2,3,1,2,4,6,4,2,2,2,2,2,4,4,1,4,2,2,2,4,2,3,2,2,2,2,0,2,2,1,3,2,1,2,6,3,2,2,2,2,1,2,2,0,2,2,2,2,2,4,0,2,4,2,2,3,2,2,2,4,3,2,6,2,2,4,2,1,1,2,2,2,2,2,5,2,2,2,2,6,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
"S105","prolific","Random","2024-11-19 11:40:32",10.2938833333333,"chrome 130.0.0","false","Windows 10",1920,911,"Automatic","Female",35,"Master","Psychology, Neuroscience",FALSE,"White","United Kingdom",4,NA,0,1,3,2,4,0,2,4,0,4,5,4,1,3,0,2,5,2,3,0,3,0,1,0,0,4,6,4,6,0,2,4,6,4,0,6,4,2,3,4,6,1,4,5,0,6,3,0,5,4,1,2,1,0,5,3,6,6,5,1,6,6,4,3,2,1,1,3,1,6,4,5,0,0,4,3,6,0,3,5,5,4,5,6,5,4,6,4,5,6,3,1,2,3,3,0,3,3,3,5,3,3,4,3,4,3,6,2,2,4,0,6,2,4,5,3,4,3,5,6,3,3,6,4,2,4,4,3
"S418","prolific","Random","2024-11-21 14:36:32",13.9446333333333,"chrome 130.0.0","false","Chrome OS",1536,730,"Automatic","Female",31,"Bachelor","Sociology, Anthropology",FALSE,"White","United Kingdom",4,"Very interesting questions",0,6,5,6,6,0,3,6,0,6,0,4,0,6,3,6,4,6,6,0,6,6,1,6,0,0,6,4,6,0,3,6,6,6,0,6,2,6,5,4,4,0,4,6,3,6,6,3,6,6,4,0,0,0,6,1,6,6,6,5,6,6,6,5,0,4,6,6,0,0,0,4,3,0,6,4,6,0,1,2,0,4,2,3,3,0,6,4,1,6,3,0,0,4,5,2,5,5,6,5,6,3,6,2,6,2,6,5,2,5,4,6,3,4,6,4,6,3,6,6,6,0,6,5,5,6,5,6
"S237","prolific","Dimensions","2024-11-19 19:14:01",10.82245,"chrome 130.0.0","false","Mac OS",1512,823,"Automatic","Female",40,"Doctorate","Psychology, Neuroscience",NA,"southern european","Australia",3,NA,0,2,2,5,5,0,2,4,0,4,0,3,3,5,1,1,5,5,2,1,6,3,4,2,0,0,5,3,5,5,3,4,6,4,0,5,3,6,3,5,3,2,5,5,4,3,6,3,4,6,0,0,1,0,5,1,3,3,4,0,4,6,2,0,0,4,0,1,1,5,1,5,0,3,4,6,3,0,3,6,0,4,5,6,5,5,1,6,6,6,5,1,1,1,4,0,2,3,1,1,6,3,4,1,4,3,6,2,3,6,3,5,0,2,1,1,6,5,6,1,6,2,5,6,4,3,2,6
