"Participant","Recruitment","Condition","Experiment_StartDate","Experiment_Duration","Browser_Version","Mobile","Platform","Screen_Width","Screen_Height","Reward","Gender","Age","Education","Discipline","Student","Ethnicity","Country","Experiment_Enjoyment","Experiment_Feedback","Accuracy_Respiratory_A","Accuracy_Gastric_Q8","Accuracy_ColonBladder_Q1","Accuracy_Respiratory_Q1","Accuracy_State_Q3","Accuracy_Genital_A","Accuracy_Cardiac_Q1","Accuracy_Gastric_Q2","Accuracy_ColonBladder_Q3","Accuracy_ColonBladder_Q5","Accuracy_Gastric_Q5","Accuracy_State_Q4","Accuracy_ColonBladder_Q2","Accuracy_Gastric_Q1","Accuracy_ColonBladder_Q4","Accuracy_Gastric_Q6","Accuracy_SkinThermo_Q2","Accuracy_SkinThermo_Q1","Accuracy_State_Q5","Accuracy_Cardiac_Q2","Accuracy_SkinThermo_Q3","Accuracy_Genital_Q2","Accuracy_Gastric_Q4","Accuracy_Genital_Q1","Accuracy_Gastric_Q7","Accuracy_Gastric_Q3","Accuracy_State_Q1","Accuracy_SkinThermo_Q4","Accuracy_State_Q2","Sexual_ColonBladder_Q2","Sexual_State_Q3","Sexual_State_Q5","Sexual_State_A","Sexual_State_Q4","Sexual_SkinThermo_Q3","Sexual_Genital_Q2","Sexual_Gastric_Q2","Sexual_Respiratory_Q1","Sexual_Cardiac_Q1","Sexual_SkinThermo_Q2","Sexual_State_Q1","Sexual_Gastric_Q1","Sexual_SkinThermo_Q1","Sexual_Genital_Q1","Sexual_ColonBladder_Q1","Sexual_State_Q2","Nociception_ColonBladder_Q1","Nociception_ColonBladder_Q2","Nociception_State_Q2","Nociception_SkinThermo_Q1","Nociception_Cardiac_Q1","Nociception_Respiratory_Q1","Nociception_Respiratory_Q2","Nociception_ColonBladder_A","Nociception_SkinThermo_Q2","Nociception_Gastric_Q1","Nociception_Genital_Q2","Nociception_Genital_Q1","Nociception_SkinThermo_Q3","Nociception_Cardiac_Q2","Nociception_State_Q1","Confusion_ColonBladder_A","Confusion_Gastric_Q1","Confusion_State_Q1","Confusion_Respiratory_Q1","Confusion_ColonBladder_Q1","Confusion_Gastric_Q2","Confusion_Genital_Q1","Confusion_Cardiac_Q1","Confusion_SkinThermo_Q1","Confusion_State_Q2","Anxious_Cardiac_Q1","Anxious_State_Q5","Anxious_Genital_Q1","Anxious_State_Q1","Anxious_ColonBladder_Q1","Anxious_State_Q4","Anxious_SkinThermo_A","Anxious_State_Q3","Anxious_SkinThermo_Q1","Anxious_SkinThermo_Q4","Anxious_SkinThermo_Q3","Anxious_State_Q2","Anxious_Respiratory_Q1","Anxious_Gastric_Q1","Anxious_SkinThermo_Q2","Sensitivity_State_Q1","Sensitivity_SkinThermo_Q6","Sensitivity_SkinThermo_Q1","Sensitivity_Gastric_A","Sensitivity_Respiratory_Q7","Sensitivity_Cardiac_Q6","Sensitivity_Respiratory_Q5","Sensitivity_State_Q3","Sensitivity_Respiratory_Q1","Sensitivity_Cardiac_Q4","Sensitivity_Cardiac_Q5","Sensitivity_Cardiac_Q7","Sensitivity_Genital_Q2","Sensitivity_Gastric_Q2","Sensitivity_ColonBladder_Q3","Sensitivity_Respiratory_Q6","Sensitivity_SkinThermo_Q3","Sensitivity_Cardiac_Q3","Sensitivity_Gastric_Q1","Sensitivity_Respiratory_Q3","Sensitivity_Cardiac_A","Sensitivity_Respiratory_Q4","Sensitivity_Gastric_Q4","Sensitivity_SkinThermo_Q7","Sensitivity_Gastric_Q5","Sensitivity_State_Q4","Sensitivity_Genital_Q3","Sensitivity_Gastric_Q3","Sensitivity_Genital_Q1","Sensitivity_Cardiac_Q1","Sensitivity_ColonBladder_Q1","Sensitivity_SkinThermo_Q8","Sensitivity_ColonBladder_Q4","Sensitivity_State_Q2","Sensitivity_SkinThermo_Q4","Sensitivity_Cardiac_Q2","Sensitivity_State_Q5","Sensitivity_SkinThermo_Q2","Sensitivity_SkinThermo_Q5","Sensitivity_Gastric_Q6","Sensitivity_Respiratory_Q2","Sensitivity_ColonBladder_Q2"
"S203","prolific","Domains",2024-11-19 16:36:40,4.33641666666667,"chrome 131.0.0","false","Windows 10",1920,911,"Automatic","Male",23,"Bachelor","Business, Economics",TRUE,"East Asian","United States",4,NA,0,3,2,3,5,5,4,4,2,4,4,5,4,3,5,5,4,5,4,4,4,4,4,3,5,3,3,3,4,5,5,5,6,5,5,4,4,5,6,5,6,2,5,5,5,5,0,0,0,0,2,0,0,0,0,1,0,5,6,0,0,4,3,3,3,4,5,4,4,3,4,3,2,2,5,4,4,0,2,5,4,4,3,4,2,4,4,2,3,6,4,4,2,4,3,2,4,4,1,4,0,4,4,2,4,4,4,5,1,0,0,0,4,4,4,4,3,4,0,2,4,4,4,1,2,4,4,0
"S740","prolific","Dimensions",2024-12-02 10:12:54,9.86416666666667,"chrome 129.0.0","false","Mac OS",1440,778,"Automatic","Female",38,"Master","Arts and Humanities",FALSE,"White","United Kingdom",3,NA,0,3,2,4,5,0,3,2,2,2,3,3,5,4,4,5,4,5,2,1,5,3,4,5,4,1,4,5,4,1,1,5,6,5,1,6,4,5,4,5,5,2,5,6,1,5,5,1,5,3,3,0,0,0,5,3,5,5,5,3,3,6,2,1,0,3,4,3,4,5,4,2,1,1,2,6,2,0,3,1,1,1,1,1,2,3,4,4,6,6,1,3,5,4,1,2,5,1,4,2,5,2,6,3,4,3,6,2,1,6,1,3,5,2,4,2,4,5,4,4,2,4,2,5,4,3,3,3
"S557","prolific","Random",2024-11-29 09:30:25,17.2506333333333,"chrome 131.0.0","false","Windows 10",1280,598,"Automatic","Male",43,"Master","Business, Economics",FALSE,"White","United Kingdom",3,NA,0,2,2,0,6,0,0,6,0,0,2,5,1,6,2,5,4,4,5,0,4,0,1,6,0,0,6,0,6,0,4,4,6,5,0,5,2,3,0,0,6,0,0,5,0,0,5,0,6,5,0,0,0,0,6,0,4,6,4,0,6,6,1,1,0,0,0,0,0,1,1,0,1,0,5,0,6,0,3,0,0,0,5,3,0,0,6,2,4,6,0,0,6,4,0,0,6,1,4,2,0,0,0,0,2,0,6,0,0,2,0,6,3,1,5,0,5,1,0,5,4,0,6,4,0,3,0,4
"S517","prolific","Domains",2024-11-23 10:52:27,13.8226333333333,"edge-chromium 131.0.0","false","Windows 10",1528,748,"Automatic","Female",43,"Bachelor","Political Science, Law",FALSE,"White","United Kingdom",3,NA,0,2,6,3,5,0,2,5,1,5,2,4,0,5,5,2,4,5,4,4,5,4,2,5,3,4,4,4,5,0,4,4,6,5,0,5,2,3,1,1,5,0,1,5,0,4,1,4,5,2,1,4,5,0,5,3,5,4,4,1,3,6,4,3,3,1,4,1,1,3,3,5,1,3,4,5,4,0,4,4,1,1,4,2,4,1,4,0,4,6,4,1,5,3,1,1,5,5,5,2,6,4,2,0,1,1,6,3,5,2,3,4,3,3,5,2,5,3,2,3,5,2,5,4,5,3,3,5
"S144","prolific","Domains",2024-11-19 12:55:28,10.7544333333333,"edge-chromium 131.0.0","false","Windows 10",1272,594,"Automatic","Female",32,"High school",NA,FALSE,"Middle Eastern/North African","United States",4,"Some of the wording for the questions related to seeing if we are paying attention is kind of strange.",0,2,2,4,3,0,2,3,4,2,5,2,5,3,5,6,3,3,3,3,4,2,5,5,2,1,4,5,5,0,3,5,6,4,3,6,2,6,6,6,5,0,6,6,0,6,0,1,3,4,1,1,2,0,6,0,0,6,4,0,3,6,4,4,2,1,4,1,3,4,3,4,1,0,2,1,6,0,2,3,3,2,4,4,4,5,2,2,2,6,3,2,6,3,4,1,5,3,4,1,3,6,6,3,2,3,6,1,3,3,0,6,2,1,5,5,3,3,1,3,6,5,4,3,2,2,4,3
"S287","prolific","Dimensions",2024-11-19 21:05:48,18.9232,"firefox 132.0.0","false","Mac OS",1528,764,"Automatic","Male",51,"Master","Media and Communication",FALSE,"White","United Kingdom",3,NA,0,6,2,5,3,0,1,5,4,4,2,2,4,5,5,1,4,3,2,1,5,4,5,5,6,1,4,5,4,1,2,4,6,4,0,5,1,4,4,1,4,4,2,5,1,4,4,6,4,1,0,1,1,0,3,5,3,3,5,0,4,6,1,2,2,1,1,1,2,3,3,5,2,1,5,6,4,0,2,1,0,1,5,4,6,1,5,1,1,6,2,1,2,2,2,1,5,4,2,3,4,4,2,1,5,3,6,1,1,2,5,4,1,2,2,1,6,4,5,4,1,3,4,2,1,5,2,5
"S664","prolific","Domains",2024-11-30 13:20:42,11.5560833333333,"chrome 131.0.0","false","Mac OS",1512,835,"Automatic","Female",50,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,2,4,5,4,0,4,3,4,4,1,4,2,3,1,3,4,4,3,3,6,4,4,6,0,4,5,4,3,4,3,5,6,5,3,6,4,4,5,4,6,4,3,6,4,5,4,0,5,4,0,0,0,0,5,2,3,4,5,0,5,6,4,4,1,3,4,4,4,4,2,5,0,0,6,3,5,0,1,3,3,4,5,4,5,1,5,5,6,6,4,4,2,2,3,3,5,3,4,5,5,4,3,3,5,3,6,3,1,6,1,6,3,5,4,3,5,6,5,5,5,4,5,5,1,5,4,4
"S133","prolific","Dimensions",2024-11-19 12:46:53,8.02623333333333,"chrome 131.0.0","false","Windows 10",1920,919,"Automatic","Female",46,"Master","Health, Social Care, and Education",TRUE,"White","Afghanistan",4,NA,0,0,0,3,4,0,3,0,0,0,6,2,0,0,0,0,3,3,0,3,4,3,6,3,0,0,3,3,4,0,3,3,6,3,3,3,0,3,3,3,3,0,3,3,0,4,0,0,4,0,3,4,4,0,3,0,3,3,3,3,3,6,6,0,2,0,0,3,3,3,3,3,0,3,4,0,4,0,4,3,3,2,4,4,0,3,4,3,0,6,4,0,3,2,3,3,3,3,3,0,2,2,3,3,0,2,6,2,0,0,0,3,3,0,3,3,0,3,2,4,4,3,3,3,2,0,3,0
"S350","prolific","Domains",2024-11-20 13:12:19,11.1919666666667,"chrome 125.0.0","false","Windows 10",1920,953,"Automatic","Female",45,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,5,0,4,4,0,4,5,2,3,5,5,4,4,1,1,5,3,1,3,5,4,4,6,3,2,5,1,5,0,3,6,6,5,1,6,4,6,6,3,6,3,6,6,0,6,3,0,6,2,1,2,1,0,4,6,5,4,1,2,6,0,2,0,1,0,2,2,2,1,3,6,3,1,5,5,5,0,4,6,6,4,5,2,6,5,5,4,3,6,4,3,1,1,4,5,1,4,2,4,6,1,3,5,5,5,4,5,6,0,6,5,1,3,1,5,4,5,6,4,3,5,6,5,4,4,4,4
"S052","prolific","Random",2024-11-19 09:37:31,16.8308,"chrome 130.0.0","false","Mac OS",1177,736,"Automatic","Male",61,"Bachelor","Arts and Humanities",FALSE,"Mixed","United Kingdom",4,NA,0,3,3,4,6,0,4,4,1,2,2,4,4,5,4,4,3,2,3,1,3,2,4,6,1,3,4,2,5,3,5,4,6,5,3,6,4,5,5,6,5,3,5,5,2,5,5,0,5,5,0,0,1,0,5,0,6,6,4,0,4,6,4,3,1,1,4,5,2,2,4,4,1,3,3,1,5,0,3,2,2,3,2,2,2,4,2,4,4,0,3,0,2,2,4,3,4,2,6,4,5,1,4,4,4,3,6,3,0,6,2,5,5,4,6,4,4,4,3,3,4,3,3,6,0,4,0,4
"S102","prolific","Dimensions",2024-11-19 11:23:13,21.1521833333333,"edge-chromium 131.0.0","false","Windows 10",1272,604,"Automatic","Female",45,"Master","Health, Social Care, and Education",FALSE,"East Asian","United Kingdom",4,NA,0,1,5,4,5,0,2,6,5,2,5,5,1,5,5,1,5,6,2,2,5,2,4,5,1,2,6,5,6,1,5,5,6,5,2,5,4,4,4,1,5,0,4,5,1,5,5,0,4,2,2,0,0,0,4,1,3,5,3,0,4,6,2,2,1,5,3,1,0,2,4,5,1,1,6,4,5,0,5,3,1,4,5,2,5,1,2,2,6,6,2,0,3,3,4,1,5,3,1,2,4,5,6,2,2,5,6,1,3,6,3,5,1,2,5,3,2,1,5,2,5,1,4,5,0,2,4,6
"S662","prolific","Dimensions",2024-11-30 13:20:27,16.7897,"firefox 133.0.0","false","Windows 10",1627,927,"Automatic","Male",30,"Bachelor","Engineering, Computer Science",FALSE,"Prefer not to say","United Kingdom",2,NA,0,0,2,3,3,0,4,4,0,1,3,1,4,4,5,6,4,3,2,0,3,2,6,5,2,3,3,2,4,0,3,5,6,5,0,3,2,3,3,3,4,3,2,4,0,4,4,4,4,2,1,0,0,0,3,1,4,3,3,1,5,6,2,3,0,1,4,4,0,3,4,4,0,0,4,1,2,0,2,1,0,0,3,2,2,3,3,2,3,5,1,2,2,3,2,1,4,3,3,2,5,2,2,2,2,3,6,2,2,5,5,2,2,1,3,2,4,3,5,2,2,2,3,2,1,2,2,3
"S233","prolific","Domains",2024-11-19 19:01:01,11.4816,"chrome 130.0.0","false","Windows 10",1536,791,"Automatic","Male",40,"Bachelor","Arts and Humanities",FALSE,"White","United Kingdom",4,"I lost my job yesterday so a lot of these questions around feeling different in my body at important moments of my life were incredibly relevant to my current situation",0,4,0,5,6,0,3,5,0,0,0,5,5,6,0,5,4,4,4,4,5,0,6,5,6,3,6,5,6,0,5,5,4,1,0,5,4,5,5,4,5,0,4,5,0,5,0,3,5,5,5,2,2,3,6,1,3,5,1,4,6,1,5,5,3,1,5,6,5,3,6,5,3,3,5,0,6,0,5,0,5,0,5,5,5,5,5,4,5,6,5,4,5,5,5,5,4,5,6,5,4,5,5,5,5,5,5,5,1,4,3,6,5,5,6,4,4,4,3,5,6,5,6,6,6,5,5,3
"S464","prolific","Domains",2024-11-21 17:49:07,13.3315666666667,"ios 18.0.1","true","iOS",980,1684,"Automatic","Female",26,"Master","Psychology, Neuroscience",FALSE,"White","United Kingdom",4,NA,0,1,1,2,2,0,5,0,1,4,2,4,5,4,5,2,5,1,4,4,5,4,5,4,0,1,4,2,5,0,5,6,6,6,0,6,0,5,6,1,5,0,5,6,0,6,0,0,6,5,1,1,2,0,5,2,5,5,5,0,5,6,5,6,4,0,6,0,5,2,4,6,0,3,6,4,6,0,4,5,5,2,5,5,4,5,6,1,2,6,5,2,3,4,2,3,4,5,6,4,5,4,4,2,4,4,6,1,2,4,2,6,4,5,5,4,4,6,5,4,5,2,6,4,3,5,1,1
"S248","prolific","Domains",2024-11-19 19:49:31,49.3465,"chrome 131.0.0","false","Windows 10",1280,593,"Automatic","Female",43,"Master","Business, Economics",TRUE,"Black","United Kingdom",4,"It is always good and healthy to be conscious of how we feel and react to things ",1,3,1,5,5,0,4,3,5,3,1,5,4,3,1,4,5,3,5,5,5,1,1,5,3,1,4,4,3,5,1,5,5,4,1,5,3,4,4,5,5,3,4,5,5,5,4,0,5,4,1,2,1,0,5,1,4,5,6,2,5,5,1,1,1,1,1,1,1,1,1,4,1,1,5,1,5,1,1,1,1,1,4,4,4,4,6,3,5,5,4,4,4,3,4,4,3,4,4,4,4,1,4,4,4,3,5,5,4,3,4,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,3,5
"S040","prolific","Dimensions",2024-11-19 08:58:43,8.34153333333333,"safari 17.2.1","false","Mac OS",1403,769,"Automatic","Female",30,"Bachelor","Business, Economics",FALSE,"White","Australia",4,NA,0,6,5,3,5,0,2,5,4,5,5,5,2,3,2,1,5,4,2,5,5,4,4,5,6,6,4,5,2,4,2,2,6,4,3,4,5,5,4,2,2,2,3,4,3,2,4,4,6,5,4,4,4,0,3,4,4,2,5,3,5,6,6,3,4,2,6,5,4,4,4,5,2,4,4,5,4,0,4,4,4,4,4,5,5,2,2,6,4,6,5,5,5,4,2,2,2,5,4,5,5,5,2,3,5,3,6,2,6,4,4,4,2,2,4,4,5,2,5,3,2,3,4,4,4,5,2,4
"S410","prolific","Dimensions",2024-11-21 12:42:55,5.65313333333333,"edge-chromium 131.0.0","false","Windows 10",1912,964,"Automatic","Female",35,"Bachelor","Medicine, Pharmacy and Nursing",FALSE,"Hispanic/Latino","United States",4,NA,0,5,5,4,5,0,4,2,2,3,4,5,4,3,5,3,5,5,5,4,4,4,3,4,3,4,5,1,5,4,5,5,5,5,3,4,2,4,3,4,5,4,3,2,4,5,3,4,5,4,1,4,4,0,5,2,3,3,5,1,5,6,4,5,3,3,1,4,4,4,5,4,5,4,5,4,5,0,5,5,3,4,5,4,4,5,5,4,4,6,4,4,4,5,4,4,4,3,4,3,5,4,4,3,4,3,6,4,2,3,4,5,1,3,3,5,4,4,4,5,4,5,5,4,5,3,2,4
"S028","prolific","Domains",2024-11-19 02:44:40,16.6399166666667,"chrome 131.0.0","false","Windows 10",1536,702,"Automatic","Male",19,"High school",NA,TRUE,"Hispanic/Latino","United States",0,NA,0,1,0,3,4,0,2,3,0,2,3,3,4,4,4,4,5,4,4,0,6,2,4,3,2,0,4,4,4,0,0,3,6,5,0,4,4,0,2,1,6,3,2,6,0,4,0,0,2,3,0,0,0,0,4,2,5,4,0,0,4,6,5,1,0,0,3,2,0,0,2,3,0,0,4,0,6,0,0,4,1,0,3,3,4,4,2,2,3,6,3,0,4,2,1,0,4,4,2,2,2,3,4,1,0,3,6,2,2,3,1,6,0,1,1,1,0,4,4,0,1,1,3,4,2,0,1,0
"S564","prolific","Domains",2024-11-29 10:05:34,9.12801666666667,"safari 16.5.0","false","Mac OS",1440,820,"Automatic","Female",27,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,2,5,5,6,0,5,5,2,4,1,5,0,4,2,4,6,3,6,3,6,2,0,6,4,3,3,6,5,0,6,6,6,6,0,4,6,4,5,4,3,6,3,4,0,4,3,0,6,6,0,1,0,0,6,4,5,6,4,0,6,6,3,0,5,0,3,0,3,4,0,5,0,0,6,4,6,0,0,4,3,3,5,6,6,4,4,4,5,6,5,6,4,3,5,2,4,2,3,5,5,6,5,3,5,3,6,4,1,6,0,6,3,4,6,3,5,6,0,4,6,4,5,6,2,5,3,3
"S260","prolific","Dimensions",2024-11-19 20:15:14,12.20655,"chrome 131.0.0","false","Windows 10",1920,953,"Automatic","Female",19,"High school",NA,TRUE,"Mixed","Australia",4,NA,0,2,3,4,2,0,4,3,1,2,2,4,1,2,5,1,3,2,5,2,4,1,0,4,0,4,3,1,5,4,2,3,3,4,2,4,4,4,2,2,4,2,4,5,3,2,3,2,3,2,0,2,4,0,4,4,3,5,4,2,3,6,4,4,1,3,1,0,3,2,3,3,0,1,5,4,6,0,1,1,3,2,5,3,5,5,3,4,1,6,2,1,1,1,3,2,2,3,2,4,2,2,4,3,3,1,6,3,3,3,3,3,2,2,1,3,4,3,1,3,5,3,4,4,2,3,1,2
"S677","prolific","Domains",2024-11-30 14:56:47,10.9672,"chrome 131.0.0","false","Mac OS",1492,837,"Automatic","Female",29,"Bachelor","Literature, Languages",FALSE,"White","United Kingdom",4,NA,6,4,5,4,5,4,5,5,4,4,3,4,5,5,4,5,5,5,4,5,5,4,4,5,5,4,4,4,4,0,4,5,6,5,0,5,5,1,4,4,5,0,3,5,0,5,4,0,4,4,0,0,4,0,4,3,3,4,4,0,4,6,1,4,1,0,1,4,4,4,2,5,0,4,5,5,4,0,4,4,3,5,5,4,6,5,4,6,2,6,5,5,5,5,4,5,2,5,4,4,6,5,5,5,5,5,6,4,5,4,5,5,5,4,5,5,5,5,5,5,4,5,6,4,3,5,5,5
"S399","prolific","Dimensions",2024-11-21 12:09:17,4.4854,"chrome 130.0.0","false","Mac OS",1231,821,"Return","Female",18,"High school",NA,TRUE,"South Asian","United States",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"S073","prolific","Dimensions",2024-11-19 10:15:48,14.7358333333333,"chrome 130.0.0","false","Mac OS",1440,812,"Automatic","Female",20,"Bachelor","Engineering, Computer Science",FALSE,"Black","United Kingdom",4,NA,0,6,6,6,6,0,6,6,3,6,6,6,6,6,3,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,3,6,6,6,6,6,6,6,1,6,6,0,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,2,0,6,6,6,6,6,4,6,1,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6
"S183","prolific","Dimensions",2024-11-19 15:42:30,10.4732166666667,"chrome 131.0.0","true","Android OS",980,2273,"Automatic","Female",33,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,6,4,4,6,0,2,3,3,4,3,5,0,4,4,1,6,5,4,5,5,4,2,5,4,2,5,6,5,0,4,5,6,5,1,5,2,5,4,4,5,0,3,4,1,4,5,0,6,6,0,0,0,0,5,4,0,4,5,1,6,6,3,0,1,5,4,0,4,5,2,6,0,0,6,0,5,0,4,6,2,5,5,5,5,5,5,6,5,6,6,1,4,2,4,0,6,6,4,5,5,4,5,0,5,2,6,2,1,6,4,5,2,2,4,2,5,1,5,6,6,2,6,5,4,5,3,3
"S454","prolific","Random",2024-11-21 16:56:53,28.23925,"chrome 130.0.0","false","Chrome OS",1536,730,"Return","Female",74,"High school",NA,FALSE,"White","United Kingdom",4,"great survey thank you.",0,5,4,4,6,4,5,4,4,4,5,5,5,5,4,4,5,3,5,4,5,4,4,4,3,4,4,2,4,5,3,5,5,5,4,4,5,5,5,4,5,4,5,5,5,2,5,4,5,6,2,2,4,0,5,4,5,4,6,2,5,3,3,5,4,4,4,3,5,5,5,6,5,4,5,5,5,3,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,3,4,4,5,5,5,5,5,5,4,5,4,5,3,4,5,0,6,4,5,4,4,4,4,5,6,5,4,5,4,3,5,5,4
"S708","prolific","Domains",2024-12-01 12:47:36,20.58055,"chrome 130.0.0","false","Chrome OS",1536,695,"Automatic","Female",41,"Bachelor","Arts and Humanities",TRUE,"Black","United Kingdom",3,"no",0,0,0,6,5,0,5,5,0,0,0,5,5,5,3,6,0,3,5,1,5,3,3,5,0,3,5,0,5,0,6,6,6,6,0,5,3,0,3,0,5,0,0,5,0,5,6,0,6,3,0,0,0,0,3,0,0,3,5,0,0,6,0,0,0,0,0,0,3,4,0,5,3,3,5,0,6,0,4,0,0,0,6,3,0,0,5,3,1,6,5,3,1,6,5,6,5,3,6,5,6,5,5,6,5,6,6,5,0,3,1,6,3,6,3,6,5,3,0,6,3,6,6,5,0,5,6,6
"S060","prolific","Domains",2024-11-19 09:51:23,14.86385,"chrome 130.0.0","false","Windows 10",1536,730,"Automatic","Female",34,"High school",NA,FALSE,"White","United Kingdom",3,NA,0,4,5,4,4,0,3,4,2,5,5,4,2,2,5,4,4,4,3,5,4,2,3,4,2,4,4,5,2,5,2,4,6,3,2,4,5,4,4,4,4,3,5,5,4,4,3,0,4,3,1,3,3,0,4,3,3,4,3,2,3,6,5,4,3,2,4,4,4,4,4,5,0,0,4,5,5,0,2,5,4,4,5,4,5,5,3,4,3,6,3,2,3,2,3,2,3,4,3,3,2,3,3,2,3,2,6,3,5,4,2,4,4,3,3,3,3,4,3,3,4,3,4,4,5,4,4,2
"S168","prolific","Domains",2024-11-19 14:34:47,10.0762166666667,"edge-chromium 131.0.0","false","Windows 10",1272,594,"Automatic","Male",28,"Master","Political Science, Law",FALSE,"White","United Kingdom",4,NA,0,2,4,3,4,0,5,4,1,1,4,4,5,4,5,0,2,3,4,1,5,5,1,6,4,2,3,1,1,1,2,4,6,6,4,5,1,4,4,1,4,2,5,5,5,5,4,1,4,1,1,1,1,0,4,1,2,5,4,2,4,6,4,5,1,0,0,4,2,4,5,5,0,0,5,4,5,0,3,5,1,4,5,4,4,4,5,2,4,6,3,1,4,5,3,2,5,5,4,4,5,5,5,3,4,2,6,1,2,2,1,5,4,4,4,4,4,4,0,4,2,2,5,4,4,4,3,4
"S697","prolific","Random",2024-12-01 08:42:47,31.9185833333333,"firefox 132.0.0","false","Windows 10",1366,635,"Automatic","Male",38,"Master","Engineering, Computer Science",FALSE,"South Asian","United States",4,"Great Topic",0,2,1,4,5,0,5,3,2,3,0,4,3,2,3,3,5,3,3,4,6,1,3,5,3,2,4,1,4,3,3,3,5,4,4,5,2,4,4,3,4,4,4,3,3,3,3,0,5,3,5,0,0,0,5,5,3,0,4,1,6,6,2,1,2,0,0,3,2,2,3,4,0,3,3,3,3,0,1,5,3,3,5,5,4,5,5,3,5,6,5,3,3,4,3,5,4,5,3,3,0,3,3,3,4,4,6,5,5,3,3,3,4,5,3,5,3,5,1,5,6,4,5,3,0,4,3,3
"S571","prolific","Random",2024-11-29 10:12:05,11.2906,"safari 16.2.0","false","Mac OS",1440,820,"Automatic","Female",31,"Bachelor","Arts and Humanities",FALSE,"White","Ireland",4,NA,0,1,6,3,5,0,4,2,3,6,5,4,1,6,3,1,2,3,5,5,5,5,4,5,1,5,5,3,5,6,2,1,6,4,0,4,1,3,1,1,2,1,1,5,6,2,4,0,6,5,3,1,1,0,5,3,3,5,3,2,5,6,5,5,4,4,5,5,5,5,5,4,4,4,2,6,5,0,1,2,2,4,3,3,5,3,4,5,6,6,2,5,5,3,2,2,4,3,1,5,6,3,3,1,5,2,6,2,3,2,5,4,1,4,1,2,3,3,5,2,5,2,2,4,5,5,2,5
"S414","prolific","Random",2024-11-21 13:09:02,8.92815,"edge-chromium 131.0.0","false","Windows 10",1352,626,"Automatic","Male",59,"Bachelor","Mathematics, Physics",FALSE,"White","United States",2,NA,0,2,0,3,4,0,5,5,0,1,1,4,2,6,4,4,3,3,2,2,3,1,3,4,0,1,4,1,4,0,4,2,6,4,0,4,1,1,4,1,5,0,1,3,2,4,3,0,3,4,3,1,0,0,3,0,3,3,5,2,4,6,4,2,0,1,2,0,1,1,0,4,2,0,3,3,4,0,3,4,1,1,3,3,2,4,3,1,3,6,1,1,2,3,4,4,4,4,2,2,3,4,2,4,3,3,6,3,1,4,0,4,5,2,2,4,4,3,1,3,1,4,4,4,0,3,4,3
"S177","prolific","Domains",2024-11-19 14:48:55,10.01455,"chrome 131.0.0","false","Windows 10",1920,953,"Automatic","Female",32,"Bachelor","Arts and Humanities",FALSE,"White","United States",2,"no",0,2,0,0,4,0,3,5,0,2,4,4,4,4,5,0,5,3,1,1,6,6,6,6,0,2,3,1,5,2,0,1,6,4,1,0,0,2,0,0,5,0,1,5,2,5,5,0,5,5,0,0,1,0,4,2,2,1,4,0,4,6,4,2,0,0,0,2,1,2,4,6,0,0,4,0,5,0,4,1,1,0,4,4,3,0,1,2,3,6,0,1,5,0,0,0,1,0,1,1,2,5,0,0,4,0,6,0,0,2,5,0,0,0,0,1,2,5,0,0,4,0,1,4,2,3,0,2
"S358","prolific","Dimensions",2024-11-20 14:44:58,19.2894666666667,"edge-chromium 130.0.0","false","Windows 10",731,883,"Automatic","Female",31,"Bachelor","Psychology, Neuroscience",FALSE,"White","United Kingdom",3,NA,0,1,6,4,2,0,4,2,2,6,2,3,1,4,4,5,5,3,4,3,5,2,2,4,4,4,3,2,2,2,2,2,6,4,1,3,3,4,4,3,4,1,4,3,0,3,2,1,5,3,2,1,1,0,3,3,4,3,5,1,5,6,5,4,2,3,5,4,2,1,3,5,1,1,4,4,5,0,3,5,4,4,4,5,5,5,5,2,3,6,3,5,1,4,3,2,4,3,2,2,2,4,5,4,4,3,6,2,4,2,1,5,1,3,2,4,1,4,0,5,5,4,2,2,4,3,3,3
